gravityspy_id,true_label,ifo,image_paths,scales
0LBafipMZv,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0LBafipMZv_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0LBafipMZv_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0LBafipMZv_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0LBafipMZv_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0Lojrrjlme,1080Lines,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0Lojrrjlme_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0Lojrrjlme_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0Lojrrjlme_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0Lojrrjlme_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0OQg3uD6tp,1080Lines,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0OQg3uD6tp_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0OQg3uD6tp_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0OQg3uD6tp_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0OQg3uD6tp_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0QOUM6EJce,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0QOUM6EJce_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0QOUM6EJce_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0QOUM6EJce_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0QOUM6EJce_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0QjLuKeJvV,Air_Compressor,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Air_Compressor\\H1_0QjLuKeJvV_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Air_Compressor\\H1_0QjLuKeJvV_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Air_Compressor\\H1_0QjLuKeJvV_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Air_Compressor\\H1_0QjLuKeJvV_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0RfvOicQau,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0RfvOicQau_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0RfvOicQau_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0RfvOicQau_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0RfvOicQau_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0TnZj6skbc,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0TnZj6skbc_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0TnZj6skbc_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0TnZj6skbc_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0TnZj6skbc_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0YTLlFAEKg,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0YTLlFAEKg_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0YTLlFAEKg_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0YTLlFAEKg_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0YTLlFAEKg_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0ZEMgwTX9j,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZEMgwTX9j_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZEMgwTX9j_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZEMgwTX9j_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZEMgwTX9j_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0ZSshuOQmx,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZSshuOQmx_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZSshuOQmx_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZSshuOQmx_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ZSshuOQmx_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0g1NyGgTBH,Blip,L1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0g1NyGgTBH_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0g1NyGgTBH_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0g1NyGgTBH_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0g1NyGgTBH_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0iuDyQpQLM,1400Ripples,L1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0iuDyQpQLM_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0iuDyQpQLM_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0iuDyQpQLM_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0iuDyQpQLM_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0jByqP9aC6,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0jByqP9aC6_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0jByqP9aC6_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0jByqP9aC6_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0jByqP9aC6_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0jdZllcAme,1080Lines,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0jdZllcAme_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0jdZllcAme_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0jdZllcAme_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0jdZllcAme_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0kO45PNBFP,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0kO45PNBFP_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0kO45PNBFP_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0kO45PNBFP_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0kO45PNBFP_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0kWX7d1GeI,Blip,L1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0kWX7d1GeI_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0kWX7d1GeI_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0kWX7d1GeI_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\L1_0kWX7d1GeI_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0ljBnkXHQy,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ljBnkXHQy_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ljBnkXHQy_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ljBnkXHQy_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0ljBnkXHQy_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0lvjBVzoze,1400Ripples,L1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0lvjBVzoze_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0lvjBVzoze_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0lvjBVzoze_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1400Ripples\\L1_0lvjBVzoze_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0oSeFfbdPT,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0oSeFfbdPT_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0oSeFfbdPT_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0oSeFfbdPT_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0oSeFfbdPT_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0pS2TZ7ssW,1080Lines,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0pS2TZ7ssW_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0pS2TZ7ssW_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0pS2TZ7ssW_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\1080Lines\\H1_0pS2TZ7ssW_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0qXEWs9mLu,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qXEWs9mLu_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qXEWs9mLu_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qXEWs9mLu_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qXEWs9mLu_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
0qhOZiXxFG,Blip,H1,"['C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qhOZiXxFG_spectrogram_0.5.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qhOZiXxFG_spectrogram_1.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qhOZiXxFG_spectrogram_2.0.png', 'C:\\Users\\mygam\\Documents\\gravityspy-glitch-explorer\\data\\gravityspy_raw\\trainingsetv1d0\\H1L1\\Blip\\H1_0qhOZiXxFG_spectrogram_4.0.png']","['0.5', '1.0', '2.0', '4.0']"
